text,label,wikipedia_title,wikipedia_url,source_section,source_page,source_example_type,source_license
"This artifact is described as: The changdao (traditional Chinese: 長刀; simplified Chinese: 长刀; pinyin: chángdāo; lit. 'long sword') was a two-handed, single-edged Chinese sword. The term changdao has been translated as ""long saber,"" ""saber-staff,"" or ""long-handled saber."" During the Ming dynasty, changdao was often used as a general term for two-handed swords and was used in the frequent raids along the coast. After Republican Era, the term miaodao is sometimes used to describe changdao due to similarity. Tang dynasty sources describe the changdao as being identical to the modao (Chinese: 陌刀), but the modao may have been a double-edged weapon like earlier zhanmajian. The changdao seems to have first appeared during the Tang dynasty as the preferred weapon choice for elite vanguard infantry units in the Tang army. It was described as having an overall length of seven feet, composed of a three-foot-long single-edged blade and a four-foot-long pole grip. Due to its considerable length and size, it became one of the hallmarks of elite Tang infantry and was often placed at the front of the army as spearheads against enemy formations. The Taibai Yinjing states: In one army, there are 12,500 officers and men. Ten thousand...",changdao,Changdao,https://en.wikipedia.org/wiki/Changdao,Hand-to-hand combat > Edged and bladed weapons > Swords > Hand-and-a-half and two-handed greatswords,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: The changdao (traditional Chinese: 長刀; simplified Chinese: 长刀; pinyin: chángdāo; lit. 'long sword') was a two-handed, single-edged Chinese sword. The term changdao has been translated as ""long saber,"" ""saber-staff,"" or ""long-handled saber."" During the Ming dynasty, changdao was often used as a general term for two-handed swords and was used in the frequent raids along the coast. After Republican Era, the term miaodao is sometimes used to describe changdao due to similarity. Tang dynasty sources describe the changdao as being identical to the modao (Chinese: 陌刀), but the modao may have been a double-edged weapon like earlier zhanmajian. The changdao seems to have first appeared during the Tang dynasty as the preferred weapon choice for elite vanguard infantry units in the Tang army. It was described as having an overall length of seven feet, composed of a three-foot-long single-edged blade and a four-foot-long pole grip. Due to its considerable length and size, it became one of the hallmarks of elite Tang infantry and was often placed at the front of the army as spearheads against enemy formations. The Taibai Yinjing states: In one army, there are 12,500 officers and men. Ten thousand...",changdao,Changdao,https://en.wikipedia.org/wiki/Changdao,Hand-to-hand combat > Edged and bladed weapons > Swords > Hand-and-a-half and two-handed greatswords,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"An afena (Twi to mean sword) is an Akan sword, originally meant for warfare but also forming part of Akan heraldry. The foremost example of an afena is the Mponponsuo (meaning ""responsibility""), which belonged to Opoku Ware II. It has survived to the present day because it is still occasionally used in ceremonies, such as the Akwasidae Festival. The expert use of afena is also a martial art, utilising the blade in conjunction with knives, improvised weapons, street-fighting, hand-to-hand combat, joint locks, grappling and weapon disarming techniques, as well as using the martial art of afena unarmed. The afena martial art is the national sport of the Ashanti Region. == Design == The sword has three parts: a blade, usually made of some metal such as iron; a hilt of carved wood or metal; and the sheath, usually made of animal hide like leopard, leather and electric eel skin. The blade in ritual swords may not have a sharp cutting edge. It often has incised lines or Ashanti symbolic designs on it, which evoke specific messages. Some swords have double (afenata) or triple (mfenasa) blades. The hilt may be wrapped with gold leaf with various Ashanti symbols worked onto it. The hilt itself...",akrafena,Akrafena,https://en.wikipedia.org/wiki/Akrafena,Hand-to-hand combat > Edged and bladed weapons > Swords > Shortswords,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: An afena (Twi to mean sword) is an Akan sword, originally meant for warfare but also forming part of Akan heraldry. The foremost example of an afena is the Mponponsuo (meaning ""responsibility""), which belonged to Opoku Ware II. It has survived to the present day because it is still occasionally used in ceremonies, such as the Akwasidae Festival. The expert use of afena is also a martial art, utilising the blade in conjunction with knives, improvised weapons, street-fighting, hand-to-hand combat, joint locks, grappling and weapon disarming techniques, as well as using the martial art of afena unarmed. The afena martial art is the national sport of the Ashanti Region. == Design == The sword has three parts: a blade, usually made of some metal such as iron; a hilt of carved wood or metal; and the sheath, usually made of animal hide like leopard, leather and electric eel skin. The blade in ritual swords may not have a sharp cutting edge. It often has incised lines or Ashanti symbolic designs on it, which evoke specific messages. Some swords have double (afenata) or triple (mfenasa) blades. The hilt may be wrapped with gold leaf with various Ashanti symbols worked onto it. The hilt itself...",akrafena,Akrafena,https://en.wikipedia.org/wiki/Akrafena,Hand-to-hand combat > Edged and bladed weapons > Swords > Shortswords,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: An afena (Twi to mean sword) is an Akan sword, originally meant for warfare but also forming part of Akan heraldry. The foremost example of an afena is the Mponponsuo (meaning ""responsibility""), which belonged to Opoku Ware II. It has survived to the present day because it is still occasionally used in ceremonies, such as the Akwasidae Festival. The expert use of afena is also a martial art, utilising the blade in conjunction with knives, improvised weapons, street-fighting, hand-to-hand combat, joint locks, grappling and weapon disarming techniques, as well as using the martial art of afena unarmed. The afena martial art is the national sport of the Ashanti Region. == Design == The sword has three parts: a blade, usually made of some metal such as iron; a hilt of carved wood or metal; and the sheath, usually made of animal hide like leopard, leather and electric eel skin. The blade in ritual swords may not have a sharp cutting edge. It often has incised lines or Ashanti symbolic designs on it, which evoke specific messages. Some swords have double (afenata) or triple (mfenasa) blades. The hilt may be wrapped with gold leaf with various Ashanti symbols worked onto it. The hilt itself...",akrafena,Akrafena,https://en.wikipedia.org/wiki/Akrafena,Hand-to-hand combat > Edged and bladed weapons > Swords > Shortswords,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"The aruval (ISO: arivāḷ) is a type of billhook machete from southern India, particularly common in the Tamil Nadu and Kerala. It is also known as the koḍuvāḷ, the kodavali, the machchu longu or the koita. It is a type of long sickle with a knife-like scythe-handle, and is used both as a tool and a weapon. Tamils revere the weapon as a symbol of Karupannar. In popular culture, it is sometimes associated with gangsters, especially in the Rayalaseema region. In Kerala, its primary use is for agriculture, mainly in coconut cutting, clearing pathways, cutting wood and other uses. == Introduction == An aruval usually measures 3–6 ft (0.91–1.83 m) in length (hand sickle measures 1.5 ft (0.46 m)). The blade of this weapon originates at the grip and extends to the main part of the blade. It can be described as a sickle with an extension. It can also be thought of as a sword with a reverse curve. The shorter versions were handy for breaking apart coconuts, and the longer versions were more like battle weapons. The shorter version is usually seen in small villages. Blades are mostly straight with a curve towards the end, allowing it to function as a grabbing tool. The straight portion of the blade...",aruval,Aruval,https://en.wikipedia.org/wiki/Aruval,Hand-to-hand combat > Edged and bladed weapons > Swords > Axe-like,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: The aruval (ISO: arivāḷ) is a type of billhook machete from southern India, particularly common in the Tamil Nadu and Kerala. It is also known as the koḍuvāḷ, the kodavali, the machchu longu or the koita. It is a type of long sickle with a knife-like scythe-handle, and is used both as a tool and a weapon. Tamils revere the weapon as a symbol of Karupannar. In popular culture, it is sometimes associated with gangsters, especially in the Rayalaseema region. In Kerala, its primary use is for agriculture, mainly in coconut cutting, clearing pathways, cutting wood and other uses. == Introduction == An aruval usually measures 3–6 ft (0.91–1.83 m) in length (hand sickle measures 1.5 ft (0.46 m)). The blade of this weapon originates at the grip and extends to the main part of the blade. It can be described as a sickle with an extension. It can also be thought of as a sword with a reverse curve. The shorter versions were handy for breaking apart coconuts, and the longer versions were more like battle weapons. The shorter version is usually seen in small villages. Blades are mostly straight with a curve towards the end, allowing it to function as a grabbing tool. The straight portion of the blade...",aruval,Aruval,https://en.wikipedia.org/wiki/Aruval,Hand-to-hand combat > Edged and bladed weapons > Swords > Axe-like,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: The aruval (ISO: arivāḷ) is a type of billhook machete from southern India, particularly common in the Tamil Nadu and Kerala. It is also known as the koḍuvāḷ, the kodavali, the machchu longu or the koita. It is a type of long sickle with a knife-like scythe-handle, and is used both as a tool and a weapon. Tamils revere the weapon as a symbol of Karupannar. In popular culture, it is sometimes associated with gangsters, especially in the Rayalaseema region. In Kerala, its primary use is for agriculture, mainly in coconut cutting, clearing pathways, cutting wood and other uses. == Introduction == An aruval usually measures 3–6 ft (0.91–1.83 m) in length (hand sickle measures 1.5 ft (0.46 m)). The blade of this weapon originates at the grip and extends to the main part of the blade. It can be described as a sickle with an extension. It can also be thought of as a sword with a reverse curve. The shorter versions were handy for breaking apart coconuts, and the longer versions were more like battle weapons. The shorter version is usually seen in small villages. Blades are mostly straight with a curve towards the end, allowing it to function as a grabbing tool. The straight portion of the blade...",aruval,Aruval,https://en.wikipedia.org/wiki/Aruval,Hand-to-hand combat > Edged and bladed weapons > Swords > Axe-like,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"An adze () or adz is an ancient and versatile cutting tool similar to an axe but with the cutting edge perpendicular to the handle rather than parallel. Adzes have been used since the Stone Age. They are used for smoothing or carving wood in hand woodworking, and as a hoe for agriculture and horticulture. Two basic forms of an adze are the hand adze (short hoe)—a short-handled tool swung with one hand—and the foot adze (hoe)—a long-handled tool capable of powerful swings using both hands, the cutting edge usually striking at foot or shin level. A similar tool is called a mattock, which differs by having two blades, one perpendicular to the handle and one parallel. == History == === Africa === The adze is depicted in ancient Egyptian art from the Old Kingdom onward. Originally the adze blades were made of stone, but already in the Predynastic Period copper adzes had all but replaced those made of flint. Stone blades were fastened to the handle by tying and early bronze blades continued this simple construction. It was not until the later Bronze Age that the handle passes through an eye at the top of the blade. Examples of Egyptian adzes can be found in museums and on the Petrie Museum...",adze,Adze,https://en.wikipedia.org/wiki/Adze,Hand-to-hand combat > Edged and bladed weapons > Axes,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: An adze () or adz is an ancient and versatile cutting tool similar to an axe but with the cutting edge perpendicular to the handle rather than parallel. Adzes have been used since the Stone Age. They are used for smoothing or carving wood in hand woodworking, and as a hoe for agriculture and horticulture. Two basic forms of an adze are the hand adze (short hoe)—a short-handled tool swung with one hand—and the foot adze (hoe)—a long-handled tool capable of powerful swings using both hands, the cutting edge usually striking at foot or shin level. A similar tool is called a mattock, which differs by having two blades, one perpendicular to the handle and one parallel. == History == === Africa === The adze is depicted in ancient Egyptian art from the Old Kingdom onward. Originally the adze blades were made of stone, but already in the Predynastic Period copper adzes had all but replaced those made of flint. Stone blades were fastened to the handle by tying and early bronze blades continued this simple construction. It was not until the later Bronze Age that the handle passes through an eye at the top of the blade. Examples of Egyptian adzes can be found in museums and on the Petrie Museum...",adze,Adze,https://en.wikipedia.org/wiki/Adze,Hand-to-hand combat > Edged and bladed weapons > Axes,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: An adze () or adz is an ancient and versatile cutting tool similar to an axe but with the cutting edge perpendicular to the handle rather than parallel. Adzes have been used since the Stone Age. They are used for smoothing or carving wood in hand woodworking, and as a hoe for agriculture and horticulture. Two basic forms of an adze are the hand adze (short hoe)—a short-handled tool swung with one hand—and the foot adze (hoe)—a long-handled tool capable of powerful swings using both hands, the cutting edge usually striking at foot or shin level. A similar tool is called a mattock, which differs by having two blades, one perpendicular to the handle and one parallel. == History == === Africa === The adze is depicted in ancient Egyptian art from the Old Kingdom onward. Originally the adze blades were made of stone, but already in the Predynastic Period copper adzes had all but replaced those made of flint. Stone blades were fastened to the handle by tying and early bronze blades continued this simple construction. It was not until the later Bronze Age that the handle passes through an eye at the top of the blade. Examples of Egyptian adzes can be found in museums and on the Petrie Museum...",adze,Adze,https://en.wikipedia.org/wiki/Adze,Hand-to-hand combat > Edged and bladed weapons > Axes,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"A club (also known as a cudgel, baton, bludgeon, truncheon, cosh, nightstick, or impact weapon) is a short staff or stick, usually made of wood, wielded as a weapon or tool since prehistory. There are several examples of blunt-force trauma caused by clubs in the past, including at the site of Nataruk in Turkana, Kenya, described as the scene of a prehistoric conflict between bands of hunter-gatherers 10,000 years ago. Most clubs are small enough to be swung with one hand, although larger clubs may require the use of two to be effective. Various specialized clubs are used in martial arts and other fields, including the law-enforcement baton. The military mace is a more sophisticated descendant of the club, typically made of metal and featuring a spiked, knobbed, or flanged head attached to a shaft. Examples of cultural depictions of clubs may be found in mythology, where they are associated with strong figures such as Hercules or the Japanese oni, or in popular culture, where they are associated with primitive cultures, especially cavemen. Ceremonial maces may also be displayed as a symbol of governmental authority. The wounds inflicted by a club are generally known as strike trauma...",club,Club (weapon),https://en.wikipedia.org/wiki/Club_(weapon),Hand-to-hand combat > Truncheons and blunt weapons,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: A club (also known as a cudgel, baton, bludgeon, truncheon, cosh, nightstick, or impact weapon) is a short staff or stick, usually made of wood, wielded as a weapon or tool since prehistory. There are several examples of blunt-force trauma caused by clubs in the past, including at the site of Nataruk in Turkana, Kenya, described as the scene of a prehistoric conflict between bands of hunter-gatherers 10,000 years ago. Most clubs are small enough to be swung with one hand, although larger clubs may require the use of two to be effective. Various specialized clubs are used in martial arts and other fields, including the law-enforcement baton. The military mace is a more sophisticated descendant of the club, typically made of metal and featuring a spiked, knobbed, or flanged head attached to a shaft. Examples of cultural depictions of clubs may be found in mythology, where they are associated with strong figures such as Hercules or the Japanese oni, or in popular culture, where they are associated with primitive cultures, especially cavemen. Ceremonial maces may also be displayed as a symbol of governmental authority. The wounds inflicted by a club are generally known as strike trauma...",club,Club (weapon),https://en.wikipedia.org/wiki/Club_(weapon),Hand-to-hand combat > Truncheons and blunt weapons,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: A club (also known as a cudgel, baton, bludgeon, truncheon, cosh, nightstick, or impact weapon) is a short staff or stick, usually made of wood, wielded as a weapon or tool since prehistory. There are several examples of blunt-force trauma caused by clubs in the past, including at the site of Nataruk in Turkana, Kenya, described as the scene of a prehistoric conflict between bands of hunter-gatherers 10,000 years ago. Most clubs are small enough to be swung with one hand, although larger clubs may require the use of two to be effective. Various specialized clubs are used in martial arts and other fields, including the law-enforcement baton. The military mace is a more sophisticated descendant of the club, typically made of metal and featuring a spiked, knobbed, or flanged head attached to a shaft. Examples of cultural depictions of clubs may be found in mythology, where they are associated with strong figures such as Hercules or the Japanese oni, or in popular culture, where they are associated with primitive cultures, especially cavemen. Ceremonial maces may also be displayed as a symbol of governmental authority. The wounds inflicted by a club are generally known as strike trauma...",club,Club (weapon),https://en.wikipedia.org/wiki/Club_(weapon),Hand-to-hand combat > Truncheons and blunt weapons,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"A morning star (German: Morgenstern) is any of several medieval club-like weapons consisting of a shaft with an attached ball adorned with one or more spikes. Such weapons provided their wielders with a combination of blunt-force and puncture attack to kill or wound an enemy. == History == The morning star first came into widespread use around the beginning of the fourteenth century, particularly in Germany where it was known as Morgenstern. The term is often confused with the military flail (fléau d'armes in French and Kriegsflegel in German), which typically consists of a wooden shaft joined by a length of chain to one or more iron-shod wooden bars (heavy sword pommels have also been used as weights). However, there are few depictions of such a ball-and-chain flail from the period, so the weapon of this type appears to have been uncommon. == Design == The morning star is a medieval weapon consisting of a spiked head mounted on a shaft, resembling a mace, usually with a long spike extending straight from the top and many smaller spikes around the particle of the head. Its simpler, rather improvised construction distinguish it from a flanged mace, which required the skilled craftsmanship...",morning_star,Morning star (weapon),https://en.wikipedia.org/wiki/Morning_star_(weapon),Hand-to-hand combat > Truncheons and blunt weapons,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: A morning star (German: Morgenstern) is any of several medieval club-like weapons consisting of a shaft with an attached ball adorned with one or more spikes. Such weapons provided their wielders with a combination of blunt-force and puncture attack to kill or wound an enemy. == History == The morning star first came into widespread use around the beginning of the fourteenth century, particularly in Germany where it was known as Morgenstern. The term is often confused with the military flail (fléau d'armes in French and Kriegsflegel in German), which typically consists of a wooden shaft joined by a length of chain to one or more iron-shod wooden bars (heavy sword pommels have also been used as weights). However, there are few depictions of such a ball-and-chain flail from the period, so the weapon of this type appears to have been uncommon. == Design == The morning star is a medieval weapon consisting of a spiked head mounted on a shaft, resembling a mace, usually with a long spike extending straight from the top and many smaller spikes around the particle of the head. Its simpler, rather improvised construction distinguish it from a flanged mace, which required the skilled craftsmanship...",morning_star,Morning star (weapon),https://en.wikipedia.org/wiki/Morning_star_(weapon),Hand-to-hand combat > Truncheons and blunt weapons,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
