text,label,wikipedia_title,wikipedia_url,source_section,source_page,source_example_type,source_license
"Artifact identification note: Backsword appears in the Wikipedia cold-weapon list under Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed. A backsword is a type of sword characterised by having a single-edged blade and a hilt with a single-handed grip. It is so called because the triangular cross section gives a flat back edge opposite the cutting edge. Later examples often have a ""false edge"" on the back near the tip, which was in many cases sharpened to make an actual edge and facilitate thrusting attacks. From around the early 14th century, the backsword became the first type of European sword to be fitted with a knuckle guard. The term ""backsword"" can also refer to the singlestick, which is used to train for fighting with the backsword, or to the sport or art of fighting in this fashion. Backswording was an alternative.",backsword,Backsword,https://en.wikipedia.org/wiki/Backsword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_5,CC BY-SA 4.0
"Possible visual description for Backsword: Backsword (European). Wikipedia summary: A backsword is a type of sword characterised by having a single-edged blade and a hilt with a single-handed grip. It is so called because the triangular cross section gives a flat back edge opposite the cutting edge. Later examples often have a ""false edge"" on the back near the tip, which was in many cases sharpened to make an actual edge and facilitate thrusting attacks. From around the early 14th century, the backsword became the first type of European sword to be fitted with a knuckle guard. The term ""backsword"" can also refer to the singlestick, which is used to train for fighting with the backsword, or to the sport or art of fighting in this fashion. Backswording was an alternative.",backsword,Backsword,https://en.wikipedia.org/wiki/Backsword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_6,CC BY-SA 4.0
"The jian (Mandarin Chinese: [tɕjɛ̂n], Chinese: 劍, English approximation: jyehn, Cantonese: [kim˧]) is a double-edged straight sword used during the last 2,500 years in China. The first Chinese sources that mention the jian date to the 7th century BCE, during the Spring and Autumn period, one of the earliest specimens being the Sword of Goujian. Historical one-handed versions have blades varying from 45 to 80 centimeters (18 to 31 inches) in length. The weight of an average sword of 70-centimetre (28-inch) blade-length would be approximately 700 to 900 grams (1.5 to 2 pounds). There are also larger two-handed versions used for training by many styles of Chinese martial arts. Professional.",jian,Jian,https://en.wikipedia.org/wiki/Jian,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_1,CC BY-SA 4.0
"Jian. The jian (Mandarin Chinese: [tɕjɛ̂n], Chinese: 劍, English approximation: jyehn, Cantonese: [kim˧]) is a double-edged straight sword used during the last 2,500 years in China. The first Chinese sources that mention the jian date to the 7th century BCE, during the Spring and Autumn period, one of the earliest specimens being the Sword of Goujian. Historical one-handed versions have blades varying from 45 to 80 centimeters (18 to 31 inches) in length. The weight of an average sword of 70-centimetre (28-inch) blade-length would be approximately 700 to 900 grams (1.5 to 2 pounds). There are also larger two-handed versions used for training by many styles of Chinese martial arts. Professional.",jian,Jian,https://en.wikipedia.org/wiki/Jian,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_2,CC BY-SA 4.0
Wikipedia list context: Jian (Chinese). Section: Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed.,jian,Jian,https://en.wikipedia.org/wiki/Jian,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_3,CC BY-SA 4.0
"A historical weapon called Jian is described as follows: The jian (Mandarin Chinese: [tɕjɛ̂n], Chinese: 劍, English approximation: jyehn, Cantonese: [kim˧]) is a double-edged straight sword used during the last 2,500 years in China. The first Chinese sources that mention the jian date to the 7th century BCE, during the Spring and Autumn period, one of the earliest specimens being the Sword of Goujian. Historical one-handed versions have blades varying from 45 to 80 centimeters (18 to 31 inches) in length. The weight of an average sword of 70-centimetre (28-inch) blade-length would be approximately 700 to 900 grams (1.5 to 2 pounds). There are also larger two-handed versions used for training by many styles of Chinese martial arts. Professional.",jian,Jian,https://en.wikipedia.org/wiki/Jian,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_4,CC BY-SA 4.0
"Artifact identification note: Jian appears in the Wikipedia cold-weapon list under Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed. The jian (Mandarin Chinese: [tɕjɛ̂n], Chinese: 劍, English approximation: jyehn, Cantonese: [kim˧]) is a double-edged straight sword used during the last 2,500 years in China. The first Chinese sources that mention the jian date to the 7th century BCE, during the Spring and Autumn period, one of the earliest specimens being the Sword of Goujian. Historical one-handed versions have blades varying from 45 to 80 centimeters (18 to 31 inches) in length. The weight of an average sword of 70-centimetre (28-inch) blade-length would be approximately 700 to 900 grams (1.5 to 2 pounds). There are also larger two-handed versions used for training by many styles of Chinese martial arts. Professional.",jian,Jian,https://en.wikipedia.org/wiki/Jian,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_5,CC BY-SA 4.0
"Possible visual description for Jian: Jian (Chinese). Wikipedia summary: The jian (Mandarin Chinese: [tɕjɛ̂n], Chinese: 劍, English approximation: jyehn, Cantonese: [kim˧]) is a double-edged straight sword used during the last 2,500 years in China. The first Chinese sources that mention the jian date to the 7th century BCE, during the Spring and Autumn period, one of the earliest specimens being the Sword of Goujian. Historical one-handed versions have blades varying from 45 to 80 centimeters (18 to 31 inches) in length. The weight of an average sword of 70-centimetre (28-inch) blade-length would be approximately 700 to 900 grams (1.5 to 2 pounds). There are also larger two-handed versions used for training by many styles of Chinese martial arts. Professional.",jian,Jian,https://en.wikipedia.org/wiki/Jian,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_6,CC BY-SA 4.0
"Dao (pronunciation: [táʊ], English approximation: dow, Chinese: 刀; pinyin: dāo; jyutping: dou1) are single-edged Chinese swords, primarily used for slashing and chopping. They can be straight or curved. The most common form is also known as the Chinese sabre, although those with wider blades are sometimes referred to as Chinese broadswords. In China, the dao is considered one of the four traditional weapons, along with the gun (stick or staff), qiang (spear), and the jian (double-edged sword), called in this group ""The General of Weapons"".",dao_chinese_sword,Dao (Chinese sword),https://en.wikipedia.org/wiki/Dao_(Chinese_sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,List of premodern combat weapons,wikipedia_intro_template_1,CC BY-SA 4.0
"Dao (Chinese sword). Dao (pronunciation: [táʊ], English approximation: dow, Chinese: 刀; pinyin: dāo; jyutping: dou1) are single-edged Chinese swords, primarily used for slashing and chopping. They can be straight or curved. The most common form is also known as the Chinese sabre, although those with wider blades are sometimes referred to as Chinese broadswords. In China, the dao is considered one of the four traditional weapons, along with the gun (stick or staff), qiang (spear), and the jian (double-edged sword), called in this group ""The General of Weapons"".",dao_chinese_sword,Dao (Chinese sword),https://en.wikipedia.org/wiki/Dao_(Chinese_sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,List of premodern combat weapons,wikipedia_intro_template_2,CC BY-SA 4.0
"Wikipedia list context: Dao , beidao, zhibei dao (Chinese). Section: Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed.",dao_chinese_sword,Dao (Chinese sword),https://en.wikipedia.org/wiki/Dao_(Chinese_sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,List of premodern combat weapons,wikipedia_intro_template_3,CC BY-SA 4.0
"A historical weapon called Dao (Chinese sword) is described as follows: Dao (pronunciation: [táʊ], English approximation: dow, Chinese: 刀; pinyin: dāo; jyutping: dou1) are single-edged Chinese swords, primarily used for slashing and chopping. They can be straight or curved. The most common form is also known as the Chinese sabre, although those with wider blades are sometimes referred to as Chinese broadswords. In China, the dao is considered one of the four traditional weapons, along with the gun (stick or staff), qiang (spear), and the jian (double-edged sword), called in this group ""The General of Weapons"".",dao_chinese_sword,Dao (Chinese sword),https://en.wikipedia.org/wiki/Dao_(Chinese_sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,List of premodern combat weapons,wikipedia_intro_template_4,CC BY-SA 4.0
"Artifact identification note: Dao (Chinese sword) appears in the Wikipedia cold-weapon list under Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed. Dao (pronunciation: [táʊ], English approximation: dow, Chinese: 刀; pinyin: dāo; jyutping: dou1) are single-edged Chinese swords, primarily used for slashing and chopping. They can be straight or curved. The most common form is also known as the Chinese sabre, although those with wider blades are sometimes referred to as Chinese broadswords. In China, the dao is considered one of the four traditional weapons, along with the gun (stick or staff), qiang (spear), and the jian (double-edged sword), called in this group ""The General of Weapons"".",dao_chinese_sword,Dao (Chinese sword),https://en.wikipedia.org/wiki/Dao_(Chinese_sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,List of premodern combat weapons,wikipedia_intro_template_5,CC BY-SA 4.0
"Possible visual description for Dao (Chinese sword): Dao , beidao, zhibei dao (Chinese). Wikipedia summary: Dao (pronunciation: [táʊ], English approximation: dow, Chinese: 刀; pinyin: dāo; jyutping: dou1) are single-edged Chinese swords, primarily used for slashing and chopping. They can be straight or curved. The most common form is also known as the Chinese sabre, although those with wider blades are sometimes referred to as Chinese broadswords. In China, the dao is considered one of the four traditional weapons, along with the gun (stick or staff), qiang (spear), and the jian (double-edged sword), called in this group ""The General of Weapons"".",dao_chinese_sword,Dao (Chinese sword),https://en.wikipedia.org/wiki/Dao_(Chinese_sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,List of premodern combat weapons,wikipedia_intro_template_6,CC BY-SA 4.0
"The French estoc is a type of sword, also called a tuck in English, in use from the 14th to the 17th century. It is characterized by a cruciform hilt with a grip for two-handed use and a straight, edgeless, but sharply pointed blade around 36 to 52 in (91 to 132 cm) in length. It is noted for its ability to pierce mail armor.",estoc,Estoc,https://en.wikipedia.org/wiki/Estoc,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_1,CC BY-SA 4.0
"Estoc. The French estoc is a type of sword, also called a tuck in English, in use from the 14th to the 17th century. It is characterized by a cruciform hilt with a grip for two-handed use and a straight, edgeless, but sharply pointed blade around 36 to 52 in (91 to 132 cm) in length. It is noted for its ability to pierce mail armor.",estoc,Estoc,https://en.wikipedia.org/wiki/Estoc,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_2,CC BY-SA 4.0
Wikipedia list context: Estoc (European). Section: Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed.,estoc,Estoc,https://en.wikipedia.org/wiki/Estoc,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_3,CC BY-SA 4.0
"A historical weapon called Estoc is described as follows: The French estoc is a type of sword, also called a tuck in English, in use from the 14th to the 17th century. It is characterized by a cruciform hilt with a grip for two-handed use and a straight, edgeless, but sharply pointed blade around 36 to 52 in (91 to 132 cm) in length. It is noted for its ability to pierce mail armor.",estoc,Estoc,https://en.wikipedia.org/wiki/Estoc,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_4,CC BY-SA 4.0
"Artifact identification note: Estoc appears in the Wikipedia cold-weapon list under Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed. The French estoc is a type of sword, also called a tuck in English, in use from the 14th to the 17th century. It is characterized by a cruciform hilt with a grip for two-handed use and a straight, edgeless, but sharply pointed blade around 36 to 52 in (91 to 132 cm) in length. It is noted for its ability to pierce mail armor.",estoc,Estoc,https://en.wikipedia.org/wiki/Estoc,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_5,CC BY-SA 4.0
"Possible visual description for Estoc: Estoc (European). Wikipedia summary: The French estoc is a type of sword, also called a tuck in English, in use from the 14th to the 17th century. It is characterized by a cruciform hilt with a grip for two-handed use and a straight, edgeless, but sharply pointed blade around 36 to 52 in (91 to 132 cm) in length. It is noted for its ability to pierce mail armor.",estoc,Estoc,https://en.wikipedia.org/wiki/Estoc,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_6,CC BY-SA 4.0
"A flame-bladed sword or wave-bladed sword has a characteristically undulating style of blade. The wave in the blade is often considered to contribute a flame-like quality to the appearance of a sword. The dents on the blade can appear parallel or in a zig-zag manner. The two most common flame-bladed swords are rapiers or Zweihänders. A flame-bladed sword was not exclusive to a certain country or region. The style of blade can be found on swords from modern-day Germany, France, Spain, and Switzerland.",flame_bladed_sword,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_1,CC BY-SA 4.0
"Flame-bladed sword. A flame-bladed sword or wave-bladed sword has a characteristically undulating style of blade. The wave in the blade is often considered to contribute a flame-like quality to the appearance of a sword. The dents on the blade can appear parallel or in a zig-zag manner. The two most common flame-bladed swords are rapiers or Zweihänders. A flame-bladed sword was not exclusive to a certain country or region. The style of blade can be found on swords from modern-day Germany, France, Spain, and Switzerland.",flame_bladed_sword,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_2,CC BY-SA 4.0
Wikipedia list context: Flamberge (European). Section: Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed.,flame_bladed_sword,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_3,CC BY-SA 4.0
"A historical weapon called Flame-bladed sword is described as follows: A flame-bladed sword or wave-bladed sword has a characteristically undulating style of blade. The wave in the blade is often considered to contribute a flame-like quality to the appearance of a sword. The dents on the blade can appear parallel or in a zig-zag manner. The two most common flame-bladed swords are rapiers or Zweihänders. A flame-bladed sword was not exclusive to a certain country or region. The style of blade can be found on swords from modern-day Germany, France, Spain, and Switzerland.",flame_bladed_sword,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_4,CC BY-SA 4.0
"Artifact identification note: Flame-bladed sword appears in the Wikipedia cold-weapon list under Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed. A flame-bladed sword or wave-bladed sword has a characteristically undulating style of blade. The wave in the blade is often considered to contribute a flame-like quality to the appearance of a sword. The dents on the blade can appear parallel or in a zig-zag manner. The two most common flame-bladed swords are rapiers or Zweihänders. A flame-bladed sword was not exclusive to a certain country or region. The style of blade can be found on swords from modern-day Germany, France, Spain, and Switzerland.",flame_bladed_sword,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_5,CC BY-SA 4.0
"Possible visual description for Flame-bladed sword: Flamberge (European). Wikipedia summary: A flame-bladed sword or wave-bladed sword has a characteristically undulating style of blade. The wave in the blade is often considered to contribute a flame-like quality to the appearance of a sword. The dents on the blade can appear parallel or in a zig-zag manner. The two most common flame-bladed swords are rapiers or Zweihänders. A flame-bladed sword was not exclusive to a certain country or region. The style of blade can be found on swords from modern-day Germany, France, Spain, and Switzerland.",flame_bladed_sword,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_6,CC BY-SA 4.0
"Brass knuckles (also referred to as brass knucks, knuckledusters, iron fists and paperweights, among other names) are melee weapons used primarily in hand-to-hand combat. They are fitted and designed to be worn around the knuckles of the human hand. Despite their name, they are often made from steel, wood, aluminium, plastics or carbon fibers and not necessarily brass. Designed to preserve and concentrate a punch's force by directing it toward a harder and smaller contact area, they result in increased tissue disruption, including an increased likelihood of fracturing the intended target's bones on impact. The extended and rounded palm grip also spreads the counter-force across the.",brass_knuckles,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,List of premodern combat weapons,wikipedia_intro_template_1,CC BY-SA 4.0
"Brass knuckles. Brass knuckles (also referred to as brass knucks, knuckledusters, iron fists and paperweights, among other names) are melee weapons used primarily in hand-to-hand combat. They are fitted and designed to be worn around the knuckles of the human hand. Despite their name, they are often made from steel, wood, aluminium, plastics or carbon fibers and not necessarily brass. Designed to preserve and concentrate a punch's force by directing it toward a harder and smaller contact area, they result in increased tissue disruption, including an increased likelihood of fracturing the intended target's bones on impact. The extended and rounded palm grip also spreads the counter-force across the.",brass_knuckles,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,List of premodern combat weapons,wikipedia_intro_template_2,CC BY-SA 4.0
"Wikipedia list context: Brass knuckles , knuckle dusters (European). Section: Hand-to-hand combat > Hand or fist weapons and fans.",brass_knuckles,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,List of premodern combat weapons,wikipedia_intro_template_3,CC BY-SA 4.0
"A historical weapon called Brass knuckles is described as follows: Brass knuckles (also referred to as brass knucks, knuckledusters, iron fists and paperweights, among other names) are melee weapons used primarily in hand-to-hand combat. They are fitted and designed to be worn around the knuckles of the human hand. Despite their name, they are often made from steel, wood, aluminium, plastics or carbon fibers and not necessarily brass. Designed to preserve and concentrate a punch's force by directing it toward a harder and smaller contact area, they result in increased tissue disruption, including an increased likelihood of fracturing the intended target's bones on impact. The extended and rounded palm grip also spreads the counter-force across the.",brass_knuckles,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,List of premodern combat weapons,wikipedia_intro_template_4,CC BY-SA 4.0
"Artifact identification note: Brass knuckles appears in the Wikipedia cold-weapon list under Hand-to-hand combat > Hand or fist weapons and fans. Brass knuckles (also referred to as brass knucks, knuckledusters, iron fists and paperweights, among other names) are melee weapons used primarily in hand-to-hand combat. They are fitted and designed to be worn around the knuckles of the human hand. Despite their name, they are often made from steel, wood, aluminium, plastics or carbon fibers and not necessarily brass. Designed to preserve and concentrate a punch's force by directing it toward a harder and smaller contact area, they result in increased tissue disruption, including an increased likelihood of fracturing the intended target's bones on impact. The extended and rounded palm grip also spreads the counter-force across the.",brass_knuckles,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,List of premodern combat weapons,wikipedia_intro_template_5,CC BY-SA 4.0
"Possible visual description for Brass knuckles: Brass knuckles , knuckle dusters (European). Wikipedia summary: Brass knuckles (also referred to as brass knucks, knuckledusters, iron fists and paperweights, among other names) are melee weapons used primarily in hand-to-hand combat. They are fitted and designed to be worn around the knuckles of the human hand. Despite their name, they are often made from steel, wood, aluminium, plastics or carbon fibers and not necessarily brass. Designed to preserve and concentrate a punch's force by directing it toward a harder and smaller contact area, they result in increased tissue disruption, including an increased likelihood of fracturing the intended target's bones on impact. The extended and rounded palm grip also spreads the counter-force across the.",brass_knuckles,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,List of premodern combat weapons,wikipedia_intro_template_6,CC BY-SA 4.0
"The chokutō (直刀, 'straight sword') is a straight, single-edged Japanese sword that was mainly produced prior to the 9th century. Its basic style is likely derived from similar swords of ancient China. Chokutō were used on foot for stabbing or slashing and were worn hung from the waist. Until the Heian period such swords were called tachi (大刀), distinct from tachi written as 太刀, as the latter refers to curved swords.",chokuto,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_1,CC BY-SA 4.0
"Chokutō. The chokutō (直刀, 'straight sword') is a straight, single-edged Japanese sword that was mainly produced prior to the 9th century. Its basic style is likely derived from similar swords of ancient China. Chokutō were used on foot for stabbing or slashing and were worn hung from the waist. Until the Heian period such swords were called tachi (大刀), distinct from tachi written as 太刀, as the latter refers to curved swords.",chokuto,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_2,CC BY-SA 4.0
Wikipedia list context: Chokutō (Japanese). Section: Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed.,chokuto,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_3,CC BY-SA 4.0
"A historical weapon called Chokutō is described as follows: The chokutō (直刀, 'straight sword') is a straight, single-edged Japanese sword that was mainly produced prior to the 9th century. Its basic style is likely derived from similar swords of ancient China. Chokutō were used on foot for stabbing or slashing and were worn hung from the waist. Until the Heian period such swords were called tachi (大刀), distinct from tachi written as 太刀, as the latter refers to curved swords.",chokuto,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_4,CC BY-SA 4.0
"Artifact identification note: Chokutō appears in the Wikipedia cold-weapon list under Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed. The chokutō (直刀, 'straight sword') is a straight, single-edged Japanese sword that was mainly produced prior to the 9th century. Its basic style is likely derived from similar swords of ancient China. Chokutō were used on foot for stabbing or slashing and were worn hung from the waist. Until the Heian period such swords were called tachi (大刀), distinct from tachi written as 太刀, as the latter refers to curved swords.",chokuto,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_5,CC BY-SA 4.0
"Possible visual description for Chokutō: Chokutō (Japanese). Wikipedia summary: The chokutō (直刀, 'straight sword') is a straight, single-edged Japanese sword that was mainly produced prior to the 9th century. Its basic style is likely derived from similar swords of ancient China. Chokutō were used on foot for stabbing or slashing and were worn hung from the waist. Until the Heian period such swords were called tachi (大刀), distinct from tachi written as 太刀, as the latter refers to curved swords.",chokuto,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,List of premodern combat weapons,wikipedia_intro_template_6,CC BY-SA 4.0
