text,label,wikipedia_title,wikipedia_url,source_section,source_page,source_example_type,source_license
"Historical record: The French estoc is a type of sword, also called a tuck in English, in use from the 14th to the 17th century. It is characterized by a cruciform hilt with a grip for two-handed use and a straight, edgeless, but sharply pointed blade around 36 to 52 in (91 to 132 cm) in length. It is noted for its ability to pierce mail armor.",estoc,Estoc,https://en.wikipedia.org/wiki/Estoc,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"A flame-bladed sword or wave-bladed sword has a characteristically undulating style of blade. The wave in the blade is often considered to contribute a flame-like quality to the appearance of a sword. The dents on the blade can appear parallel or in a zig-zag manner. The two most common flame-bladed swords are rapiers or Zweihänders. A flame-bladed sword was not exclusive to a certain country or region. The style of blade can be found on swords from modern-day Germany, France, Spain, and Switzerland.",rapier,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: A flame-bladed sword or wave-bladed sword has a characteristically undulating style of blade. The wave in the blade is often considered to contribute a flame-like quality to the appearance of a sword. The dents on the blade can appear parallel or in a zig-zag manner. The two most common flame-bladed swords are rapiers or Zweihänders. A flame-bladed sword was not exclusive to a certain country or region. The style of blade can be found on swords from modern-day Germany, France, Spain, and Switzerland.",rapier,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: A flame-bladed sword or wave-bladed sword has a characteristically undulating style of blade. The wave in the blade is often considered to contribute a flame-like quality to the appearance of a sword. The dents on the blade can appear parallel or in a zig-zag manner. The two most common flame-bladed swords are rapiers or Zweihänders. A flame-bladed sword was not exclusive to a certain country or region. The style of blade can be found on swords from modern-day Germany, France, Spain, and Switzerland.",rapier,Flame-bladed sword,https://en.wikipedia.org/wiki/Flame-bladed_sword,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"Brass knuckles (also referred to as brass knucks, knuckledusters, iron fists and paperweights, among other names) are melee weapons used primarily in hand-to-hand combat. They are fitted and designed to be worn around the knuckles of the human hand. Despite their name, they are often made from steel, wood, aluminium, plastics or carbon fibers and not necessarily brass. Designed to preserve and concentrate a punch's force by directing it toward a harder and smaller contact area, they result in increased tissue disruption, including an increased likelihood of fracturing the intended target's bones on impact. The extended and rounded palm grip also spreads the counter-force across the.",other,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: Brass knuckles (also referred to as brass knucks, knuckledusters, iron fists and paperweights, among other names) are melee weapons used primarily in hand-to-hand combat. They are fitted and designed to be worn around the knuckles of the human hand. Despite their name, they are often made from steel, wood, aluminium, plastics or carbon fibers and not necessarily brass. Designed to preserve and concentrate a punch's force by directing it toward a harder and smaller contact area, they result in increased tissue disruption, including an increased likelihood of fracturing the intended target's bones on impact. The extended and rounded palm grip also spreads the counter-force across the.",other,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: Brass knuckles (also referred to as brass knucks, knuckledusters, iron fists and paperweights, among other names) are melee weapons used primarily in hand-to-hand combat. They are fitted and designed to be worn around the knuckles of the human hand. Despite their name, they are often made from steel, wood, aluminium, plastics or carbon fibers and not necessarily brass. Designed to preserve and concentrate a punch's force by directing it toward a harder and smaller contact area, they result in increased tissue disruption, including an increased likelihood of fracturing the intended target's bones on impact. The extended and rounded palm grip also spreads the counter-force across the.",other,Brass knuckles,https://en.wikipedia.org/wiki/Brass_knuckles,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"The chokutō (直刀, 'straight sword') is a straight, single-edged Japanese sword that was mainly produced prior to the 9th century. Its basic style is likely derived from similar swords of ancient China. Chokutō were used on foot for stabbing or slashing and were worn hung from the waist. Until the Heian period such swords were called tachi (大刀), distinct from tachi written as 太刀, as the latter refers to curved swords.",tachi,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: The chokutō (直刀, 'straight sword') is a straight, single-edged Japanese sword that was mainly produced prior to the 9th century. Its basic style is likely derived from similar swords of ancient China. Chokutō were used on foot for stabbing or slashing and were worn hung from the waist. Until the Heian period such swords were called tachi (大刀), distinct from tachi written as 太刀, as the latter refers to curved swords.",tachi,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: The chokutō (直刀, 'straight sword') is a straight, single-edged Japanese sword that was mainly produced prior to the 9th century. Its basic style is likely derived from similar swords of ancient China. Chokutō were used on foot for stabbing or slashing and were worn hung from the waist. Until the Heian period such swords were called tachi (大刀), distinct from tachi written as 太刀, as the latter refers to curved swords.",tachi,Chokutō,https://en.wikipedia.org/wiki/Chokut%C5%8D,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"A cestus or caestus (Classical Latin: [ˈkae̯stʊs], Ancient Greek: κεστός) is a fighting glove that was sometimes used in Roman gladiatorial events. It was based on a Greek original, which employed straps called himantes and sphirae, hard leather strips that enclosed and protected the fist and lower arm. Some cesti were fitted with studs or spikes to inflict potentially lethal injuries. Cestus fighters seem to have had no form of body armour, apart from the cestus itself. Contemporary depictions show the cestus worn in pairs.",pike,Cestus (boxing),https://en.wikipedia.org/wiki/Cestus_(boxing),Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: A cestus or caestus (Classical Latin: [ˈkae̯stʊs], Ancient Greek: κεστός) is a fighting glove that was sometimes used in Roman gladiatorial events. It was based on a Greek original, which employed straps called himantes and sphirae, hard leather strips that enclosed and protected the fist and lower arm. Some cesti were fitted with studs or spikes to inflict potentially lethal injuries. Cestus fighters seem to have had no form of body armour, apart from the cestus itself. Contemporary depictions show the cestus worn in pairs.",pike,Cestus (boxing),https://en.wikipedia.org/wiki/Cestus_(boxing),Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: A cestus or caestus (Classical Latin: [ˈkae̯stʊs], Ancient Greek: κεστός) is a fighting glove that was sometimes used in Roman gladiatorial events. It was based on a Greek original, which employed straps called himantes and sphirae, hard leather strips that enclosed and protected the fist and lower arm. Some cesti were fitted with studs or spikes to inflict potentially lethal injuries. Cestus fighters seem to have had no form of body armour, apart from the cestus itself. Contemporary depictions show the cestus worn in pairs.",pike,Cestus (boxing),https://en.wikipedia.org/wiki/Cestus_(boxing),Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"A gauntlet (also spelled gantlet) is a type of glove that protects the hand and wrist of a combatant. Gauntlets, which cover the hands, wrists, and sometimes forearms, are not to be confused with bracers, which cover the wrists and forearms but not the hands; bracers are common in medieval and fantasy cosplay.",other,Gauntlet (glove),https://en.wikipedia.org/wiki/Gauntlet_(glove),Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: A gauntlet (also spelled gantlet) is a type of glove that protects the hand and wrist of a combatant. Gauntlets, which cover the hands, wrists, and sometimes forearms, are not to be confused with bracers, which cover the wrists and forearms but not the hands; bracers are common in medieval and fantasy cosplay.",other,Gauntlet (glove),https://en.wikipedia.org/wiki/Gauntlet_(glove),Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: A gauntlet (also spelled gantlet) is a type of glove that protects the hand and wrist of a combatant. Gauntlets, which cover the hands, wrists, and sometimes forearms, are not to be confused with bracers, which cover the wrists and forearms but not the hands; bracers are common in medieval and fantasy cosplay.",other,Gauntlet (glove),https://en.wikipedia.org/wiki/Gauntlet_(glove),Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"Deer horn knives (Chinese: 鹿角刀; pinyin: Lùjiǎodāo), also known as crescent moon knives or duck blades (Chinese: 鴛鴦鉞; pinyin: Yuānyāngyuè), are specialised Chinese bladed weapons consisting of two steel crescents crossing. They are used in Chinese martial arts. This crossing produces four curved, clawlike points, one of which is extended as the ""main"" blade. The practitioner grips the wrapped middle of the lengthened crescent with the other acting as a hand guard. They are relatively short weapons that are easily concealable in traditional Chinese clothing, and are usually trained in pairs, one for each hand. Deer horn knives are especially associated with the soft style Chinese martial art.",other,Deer horn knives,https://en.wikipedia.org/wiki/Deer_horn_knives,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: Deer horn knives (Chinese: 鹿角刀; pinyin: Lùjiǎodāo), also known as crescent moon knives or duck blades (Chinese: 鴛鴦鉞; pinyin: Yuānyāngyuè), are specialised Chinese bladed weapons consisting of two steel crescents crossing. They are used in Chinese martial arts. This crossing produces four curved, clawlike points, one of which is extended as the ""main"" blade. The practitioner grips the wrapped middle of the lengthened crescent with the other acting as a hand guard. They are relatively short weapons that are easily concealable in traditional Chinese clothing, and are usually trained in pairs, one for each hand. Deer horn knives are especially associated with the soft style Chinese martial art.",other,Deer horn knives,https://en.wikipedia.org/wiki/Deer_horn_knives,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: Deer horn knives (Chinese: 鹿角刀; pinyin: Lùjiǎodāo), also known as crescent moon knives or duck blades (Chinese: 鴛鴦鉞; pinyin: Yuānyāngyuè), are specialised Chinese bladed weapons consisting of two steel crescents crossing. They are used in Chinese martial arts. This crossing produces four curved, clawlike points, one of which is extended as the ""main"" blade. The practitioner grips the wrapped middle of the lengthened crescent with the other acting as a hand guard. They are relatively short weapons that are easily concealable in traditional Chinese clothing, and are usually trained in pairs, one for each hand. Deer horn knives are especially associated with the soft style Chinese martial art.",other,Deer horn knives,https://en.wikipedia.org/wiki/Deer_horn_knives,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"Hwandudaedo (Korean: 환두대도; lit. ''sword with ring pommel' or 'ring-pommelled sword'') is the modern Korean language term for one of the earliest original types of Korean sword, which appeared in the Proto–Three Kingdoms period. These swords were at first symbols of a ruler's power, but their availability increased in the 5th century, and they became a more widespread symbol of military or political rank. The frequency of finds declines in the 6th century. The hwandu-daedo was a large military sword designed for battle, with a thick back and a sharpened blade. This sword's name was given because of the round shape of the pommel (modern Korean 대도 daedo). The swords were richly decorated, with.",sword,Hwandudaedo,https://en.wikipedia.org/wiki/Hwandudaedo,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: Hwandudaedo (Korean: 환두대도; lit. ''sword with ring pommel' or 'ring-pommelled sword'') is the modern Korean language term for one of the earliest original types of Korean sword, which appeared in the Proto–Three Kingdoms period. These swords were at first symbols of a ruler's power, but their availability increased in the 5th century, and they became a more widespread symbol of military or political rank. The frequency of finds declines in the 6th century. The hwandu-daedo was a large military sword designed for battle, with a thick back and a sharpened blade. This sword's name was given because of the round shape of the pommel (modern Korean 대도 daedo). The swords were richly decorated, with.",sword,Hwandudaedo,https://en.wikipedia.org/wiki/Hwandudaedo,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: Hwandudaedo (Korean: 환두대도; lit. ''sword with ring pommel' or 'ring-pommelled sword'') is the modern Korean language term for one of the earliest original types of Korean sword, which appeared in the Proto–Three Kingdoms period. These swords were at first symbols of a ruler's power, but their availability increased in the 5th century, and they became a more widespread symbol of military or political rank. The frequency of finds declines in the 6th century. The hwandu-daedo was a large military sword designed for battle, with a thick back and a sharpened blade. This sword's name was given because of the round shape of the pommel (modern Korean 대도 daedo). The swords were richly decorated, with.",sword,Hwandudaedo,https://en.wikipedia.org/wiki/Hwandudaedo,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"The Japanese war fan, or tessen (Japanese: 鉄扇,てっせん, romanized: tessen, lit. 'iron fan'), is a Japanese hand fan used as a weapon or for signalling. Several types of war fans were used by the samurai class of feudal Japan and each had a different look and purpose.",other,Japanese war fan,https://en.wikipedia.org/wiki/Japanese_war_fan,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: The Japanese war fan, or tessen (Japanese: 鉄扇,てっせん, romanized: tessen, lit. 'iron fan'), is a Japanese hand fan used as a weapon or for signalling. Several types of war fans were used by the samurai class of feudal Japan and each had a different look and purpose.",other,Japanese war fan,https://en.wikipedia.org/wiki/Japanese_war_fan,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: The Japanese war fan, or tessen (Japanese: 鉄扇,てっせん, romanized: tessen, lit. 'iron fan'), is a Japanese hand fan used as a weapon or for signalling. Several types of war fans were used by the samurai class of feudal Japan and each had a different look and purpose.",other,Japanese war fan,https://en.wikipedia.org/wiki/Japanese_war_fan,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"Dha (Burmese: ဓား; also spelled dah) is a Burmese word meaning ""knife"" or ""sword"" which conventionally refers to a wide variety of bladed weapons used across Southeast Asia, especially present-day Myanmar (Burma), Thailand, Yunnan, Laos, Cambodia, and Northeast India. It is related to the Thai word for a single-edged sword, daab/darb (Thai: ดาบ).",sword,Dha (sword),https://en.wikipedia.org/wiki/Dha_(sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: Dha (Burmese: ဓား; also spelled dah) is a Burmese word meaning ""knife"" or ""sword"" which conventionally refers to a wide variety of bladed weapons used across Southeast Asia, especially present-day Myanmar (Burma), Thailand, Yunnan, Laos, Cambodia, and Northeast India. It is related to the Thai word for a single-edged sword, daab/darb (Thai: ดาบ).",sword,Dha (sword),https://en.wikipedia.org/wiki/Dha_(sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: Dha (Burmese: ဓား; also spelled dah) is a Burmese word meaning ""knife"" or ""sword"" which conventionally refers to a wide variety of bladed weapons used across Southeast Asia, especially present-day Myanmar (Burma), Thailand, Yunnan, Laos, Cambodia, and Northeast India. It is related to the Thai word for a single-edged sword, daab/darb (Thai: ดาบ).",sword,Dha (sword),https://en.wikipedia.org/wiki/Dha_(sword),Hand-to-hand combat > Edged and bladed weapons > Swords > Curved one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"The flyssa, known locally as ajenoui (Kabyle: ajenoui or uturam), is a traditional bladed weapon of Algeria produced and used during the 19th century and earlier. It originates from the Kabyle Iflissen Lebhar tribal confederacy.",other,Flyssa,https://en.wikipedia.org/wiki/Flyssa,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: The flyssa, known locally as ajenoui (Kabyle: ajenoui or uturam), is a traditional bladed weapon of Algeria produced and used during the 19th century and earlier. It originates from the Kabyle Iflissen Lebhar tribal confederacy.",other,Flyssa,https://en.wikipedia.org/wiki/Flyssa,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: The flyssa, known locally as ajenoui (Kabyle: ajenoui or uturam), is a traditional bladed weapon of Algeria produced and used during the 19th century and earlier. It originates from the Kabyle Iflissen Lebhar tribal confederacy.",other,Flyssa,https://en.wikipedia.org/wiki/Flyssa,Hand-to-hand combat > Edged and bladed weapons > Swords > Straight one-handed,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
"Emeici (峨嵋刺; variously translated as ""Emei daggers"" or ""Emei piercers"") are a traditional Chinese martial arts weapon. They are a pair of metal rods with sharp ends used for stabbing; they are typically mounted on a detachable ring worn on the middle finger, allowing them to spin and be elaborately manipulated. These weapons originated at Mount Emei (hence the name). They are a piece of equipment used in wushu to this day. These weapons are used for 'open palm' techniques, and are similar to 'judge's pens'. The general idea of this weapon is to confuse the attacker by spinning the blades, thereby providing a distraction while trying to get close enough to stab. Also, emeici can be concealed.",other,Emeici,https://en.wikipedia.org/wiki/Emeici,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_0,CC BY-SA 4.0
"This artifact is described as: Emeici (峨嵋刺; variously translated as ""Emei daggers"" or ""Emei piercers"") are a traditional Chinese martial arts weapon. They are a pair of metal rods with sharp ends used for stabbing; they are typically mounted on a detachable ring worn on the middle finger, allowing them to spin and be elaborately manipulated. These weapons originated at Mount Emei (hence the name). They are a piece of equipment used in wushu to this day. These weapons are used for 'open palm' techniques, and are similar to 'judge's pens'. The general idea of this weapon is to confuse the attacker by spinning the blades, thereby providing a distraction while trying to get close enough to stab. Also, emeici can be concealed.",other,Emeici,https://en.wikipedia.org/wiki/Emeici,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_1,CC BY-SA 4.0
"Historical record: Emeici (峨嵋刺; variously translated as ""Emei daggers"" or ""Emei piercers"") are a traditional Chinese martial arts weapon. They are a pair of metal rods with sharp ends used for stabbing; they are typically mounted on a detachable ring worn on the middle finger, allowing them to spin and be elaborately manipulated. These weapons originated at Mount Emei (hence the name). They are a piece of equipment used in wushu to this day. These weapons are used for 'open palm' techniques, and are similar to 'judge's pens'. The general idea of this weapon is to confuse the attacker by spinning the blades, thereby providing a distraction while trying to get close enough to stab. Also, emeici can be concealed.",other,Emeici,https://en.wikipedia.org/wiki/Emeici,Hand-to-hand combat > Hand or fist weapons and fans,Wikipedia dataset builder (multi-source),wikipedia_clean_2,CC BY-SA 4.0
